COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
KEN|GARDINER|3-1|2|14|83|2|467|58|277|359|0|5|0|1166|
KEN|GARDINER|4-1|2|14|83|2|288|76|332|401|0|3|0|1100|
KEN|HALLOWELL|1-1|1|14|84|2|231|14|98|104|0|1|0|448|
KEN|HALLOWELL|2-1|1|14|84|2|232|12|61|114|0|2|0|421|
KEN|HALLOWELL|3-1|1|14|84|2|282|9|78|111|0|2|0|482|
KEN|HALLOWELL|4-1|1|14|84|2|193|19|71|91|0|0|0|374|
KEN|HALLOWELL|5-1|1|14|84|2|128|13|142|98|0|1|0|382|
KEN|LITCHFIELD|1-1|2|22|82|2|700|158|921|972|0|18|0|2769|
KEN|MANCHESTER|1-1|1|14|84|1|619|105|741|648|0|5|0|2118|
KEN|MONMOUTH|1-1|2|14|81|2|54|14|58|87|0|0|0|213|
KEN|MONMOUTH|1-1|2|14|82|2|795|164|1001|1104|0|17|0|3081|
KEN|MOUNT VERNON|1-1|2|17|76|2|432|81|394|523|0|5|0|1435|
KEN|OAKLAND|1-1|2|15|110|3|382|37|391|536|0|13|0|1359|
KEN|OAKLAND|1-1|2|15|77|3|883|102|1050|1243|0|15|0|3293|
KEN|PITTSTON|1-1|1|14|87|2|585|77|775|743|0|8|0|2188|
KEN|RANDOLPH|1-1|2|14|87|2|448|61|391|435|0|7|0|1342|
KEN|READFIELD|1-1|1|14|81|2|710|107|645|694|0|5|0|2161|
KEN|ROME|1-1|2|3|76|3|252|49|253|341|0|3|0|898|
KEN|SIDNEY|1-1|2|15|77|1|824|136|1264|1051|0|13|0|3288|
KEN|VASSALBORO|1-1|1|15|80|1|923|148|1074|1080|0|9|0|3234|
KEN|VIENNA|1-1|2|17|76|2|174|35|120|188|0|2|0|519|
KEN|WATERVILLE|1-1|1|16|110|3|491|47|303|555|0|15|0|1411|
KEN|WATERVILLE|2-1|1|16|110|3|571|58|264|530|0|8|0|1431|
KEN|WATERVILLE|3-1|1|16|110|3|1787|143|327|1147|0|8|0|3412|
KEN|WATERVILLE|4-1|1|16|109|3|783|73|468|524|0|9|0|1857|
KEN|WATERVILLE|5-1|1|16|109|3|654|56|404|566|0|7|0|1687|
KEN|WATERVILLE|6-1|1|16|109|3|620|70|249|426|0|24|0|1389|
KEN|WATERVILLE|6-1|1|16|110|3|138|14|55|95|0|3|0|305|
KEN|WATERVILLE|7-1|1|16|109|3|569|64|286|649|0|11|0|1579|
KEN|WAYNE|1-1|2|22|76|2|373|29|301|320|0|5|0|1028|
KEN|WEST GARDINER|1-1|2|14|84|2|757|155|983|1001|0|11|0|2907|
KEN|WINDSOR|1-1|1|13|80|1|432|109|695|626|0|8|0|1870|
KEN|WINSLOW|1-1|1|16|78|3|313|41|409|452|0|4|0|1219|
KEN|WINSLOW|2-1|1|16|78|3|411|41|293|430|0|2|0|1177|
KEN|WINSLOW|3-1|1|16|78|3|473|55|266|446|0|6|0|1246|
KEN|WINSLOW|4-1|1|16|78|3|434|52|366|368|0|3|0|1223|
KEN|WINSLOW|5-1|1|16|78|3|343|33|369|418|0|3|0|1166|
KEN|WINTHROP|1-1|1|14|81|2|1539|235|1516|1642|0|17|0|4949|
KNO|APPLETON|1-1|1|12|95|3|328|44|295|336|0|6|0|1009|
KNO|CAMDEN|1-1|1|12|94|3|2174|143|934|1236|0|8|0|4495|
KNO|CUSHING|1-1|1|12|92|2|310|60|352|432|0|2|0|1156|
KNO|FRIENDSHIP|1-1|1|12|91|2|229|55|380|328|0|1|0|993|
KNO|HOPE|1-1|1|12|95|3|407|48|381|349|0|3|0|1188|
KNO|ISLE AU HAUT|1-1|1|12|134|3|58|2|11|22|0|1|0|94|
KNO|MATINICUS ISLE PLT|1-1|1|12|92|3|25|3|23|35|0|0|0|86|
KNO|NORTH HAVEN|1-1|1|12|134|3|198|7|50|101|0|2|0|358|
KNO|OWLS HEAD|1-1|1|12|93|1|408|35|432|456|0|4|0|1335|
KNO|ROCKLAND|1-1|1|12|93|1|1946|203|1258|1781|0|10|0|5198|
KNO|ROCKPORT|1-1|1|12|94|3|1193|82|792|835|0|7|0|2909|
KNO|SAINT GEORGE|1-1|1|12|92|2|801|77|522|704|0|4|0|2108|
KNO|SOUTH THOMASTON|1-1|1|12|92|1|378|59|352|424|0|3|0|1216|
KNO|THOMASTON|1-1|1|12|92|1|699|127|571|644|0|11|0|2052|
KNO|UNION|1-1|1|12|91|2|167|35|244|235|0|0|0|681|
KNO|UNION|1-1|1|12|95|2|267|56|419|311|0|5|0|1058|
KNO|VINALHAVEN|1-1|1|12|134|3|388|45|162|423|0|3|0|1021|
KNO|WARREN|1-1|1|12|95|2|620|128|924|1047|0|11|0|2730|
KNO|WASHINGTON|1-1|1|13|91|2|307|64|380|470|0|8|0|1229|
LIN|ALNA|1-1|1|13|87|3|236|39|166|213|0|1|0|655|
LIN|BOOTHBAY|1-1|1|13|89|1|739|119|865|883|0|10|0|2616|
LIN|BOOTHBAY HARBOR|1-1|1|13|89|1|565|34|605|601|0|4|0|1809|
LIN|BREMEN|1-1|1|13|90|2|255|20|169|207|0|0|0|651|
LIN|BRISTOL|1-1|1|13|90|2|755|55|763|813|0|3|0|2389|
LIN|DAMARISCOTTA|1-1|1|13|90|3|735|84|461|603|0|2|0|1885|
LIN|DRESDEN|1-1|1|23|53|3|411|78|458|538|0|9|0|1494|
LIN|EDGECOMB|1-1|1|13|89|1|361|51|330|385|0|5|0|1132|
LIN|JEFFERSON|1-1|1|13|88|3|541|96|730|705|0|10|0|2082|
LIN|MONHEGAN ISLAND PLT|1-1|1|13|90|2|46|4|9|19|0|0|0|78|
LIN|NEWCASTLE|1-1|1|13|90|3|628|84|369|445|0|2|0|1528|
LIN|NOBLEBORO|1-1|1|13|88|2|208|41|303|246|0|1|0|799|
LIN|NOBLEBORO|1-1|1|13|90|2|256|34|209|219|0|1|0|719|
LIN|SOMERVILLE|1-1|1|13|80|3|102|36|146|161|0|5|0|450|
LIN|SOUTH BRISTOL|1-1|1|13|89|2|230|16|172|228|0|2|0|648|
LIN|SOUTH BRISTOL|1-1|1|13|90|2|39|14|60|83|0|0|0|196|
LIN|SOUTHPORT|1-1|1|13|89|1|167|12|241|139|0|2|0|561|
LIN|WALDOBORO|1-1|1|13|91|2|1041|154|1223|1373|0|7|0|3798|
LIN|WESTPORT ISLAND|1-1|1|13|89|1|183|31|212|225|0|3|0|654|
LIN|WHITEFIELD|1-1|1|13|88|3|529|85|548|603|0|6|0|1771|
LIN|WISCASSET|1-1|1|13|87|1|757|107|988|1104|0|11|0|2967|
OXF|ALBANY TWP|1-1|2|18|117|1|98|19|117|136|0|1|0|371|
OXF|ANDOVER|1-1|2|18|117|2|132|34|190|304|0|1|0|661|
OXF|BETHEL|1-1|2|18|117|2|626|44|622|1067|0|13|0|2372|
OXF|BROWNFIELD|1-1|2|19|70|1|295|75|309|478|0|8|0|1165|
OXF|BUCKFIELD|1-1|2|18|73|3|261|10|400|781|0|3|0|1455|
OXF|BYRON|1-1|2|18|117|2|40|10|32|39|0|0|0|121|
OXF|CANTON|1-1|2|18|116|2|225|48|252|299|0|10|0|834|
OXF|DENMARK|1-1|2|19|69|1|252|26|328|399|0|13|0|1018|
OXF|DIXFIELD|1-1|2|18|116|2|419|152|415|693|0|11|0|1690|
OXF|FRYEBURG|1-1|2|19|70|1|762|163|821|1156|0|22|0|2924|
OXF|GILEAD|1-1|2|18|117|2|36|3|42|69|0|2|0|152|
OXF|GREENWOOD|1-1|2|18|117|1|173|39|165|279|0|2|0|658|
OXF|HANOVER|1-1|2|18|117|2|61|5|99|95|0|1|0|261|
OXF|HARTFORD|1-1|2|18|116|3|209|61|275|404|0|7|0|956|
OXF|HEBRON|1-1|2|18|73|3|243|73|289|349|0|6|0|960|
OXF|HIRAM|1-1|2|19|70|1|279|40|328|465|0|1|0|1113|
OXF|LINCOLN PLT|1-1|2|18|117|2|4|5|18|10|0|1|0|38|
OXF|LOVELL|1-1|2|18|117|1|21|5|29|37|0|0|0|92|
OXF|LOVELL|1-1|2|18|70|1|274|38|250|374|0|3|0|939|
OXF|MAGALLOWAY PLT|1-1|2|18|117|2|3|0|12|18|0|0|0|33|
OXF|MEXICO|1-1|2|18|116|2|681|73|304|778|0|5|0|1841|
OXF|NEWRY|1-1|2|18|117|2|86|12|121|111|0|0|0|330|
OXF|NORWAY|1-1|2|19|71|1|1134|198|1163|1551|0|16|0|4062|
OXF|OTISFIELD|1-1|2|19|72|3|364|89|447|529|0|11|0|1440|
OXF|OXFORD|1-1|2|19|72|3|716|162|1054|1325|0|18|0|3275|
OXF|PARIS|1-1|2|19|73|3|986|215|1123|1471|0|21|0|3816|
OXF|PERU|1-1|2|18|116|2|342|64|292|562|0|6|0|1266|
OXF|PORTER|1-1|2|19|70|1|238|47|348|431|0|5|0|1069|
OXF|ROXBURY|1-1|2|18|115|2|112|16|81|109|0|0|0|318|
OXF|RUMFORD|1-1|2|18|115|2|1564|185|834|1685|0|35|0|4303|
OXF|STONEHAM|1-1|2|18|117|1|63|7|58|95|0|1|0|224|
OXF|STOW|1-1|2|18|117|1|80|18|79|93|0|1|0|271|
OXF|SUMNER|1-1|2|18|115|3|158|49|204|290|0|3|0|704|
OXF|SWEDEN|1-1|2|18|71|1|77|21|92|129|0|1|0|320|
OXF|UPTON|1-1|2|18|117|2|15|5|30|33|0|0|0|83|
OXF|WATERFORD|1-1|2|18|71|1|299|47|389|368|0|4|0|1107|
OXF|WEST PARIS|1-1|2|18|71|3|317|32|374|576|0|12|0|1311|
OXF|WOODSTOCK|1-1|2|18|115|3|286|80|320|450|0|5|0|1141|
PEN|ALTON|1-1|2|4|121|3|187|31|211|241|0|6|0|676|
PEN|BANGOR|1-1|2|9|124|1|1887|182|1475|1964|0|58|0|5566|
PEN|BANGOR|1-1|2|9|125|1|2135|222|1595|2058|0|57|0|6067|
PEN|BANGOR|1-1|2|9|126|1|1719|177|1375|1999|0|70|0|5340|
PEN|BANGOR|1-1|2|9|127|1|2289|206|1513|2132|0|92|0|6232|
PEN|BRADFORD|1-1|2|4|137|3|167|56|299|331|0|2|0|855|
PEN|BRADLEY|1-1|2|8|137|3|440|73|307|356|0|3|0|1179|
PEN|BREWER|1-1|2|8|128|1|2022|294|2384|2102|0|57|0|6859|
PEN|BREWER|1-1|2|8|129|1|128|20|194|156|0|0|0|498|
PEN|BURLINGTON|1-1|2|8|141|3|56|9|88|122|0|0|0|275|
PEN|CARMEL|1-1|2|10|103|2|415|86|804|805|0|13|0|2123|
PEN|CARROLL PLT|1-1|2|2|141|3|13|8|50|44|0|0|0|115|
PEN|CHARLESTON|1-1|2|4|104|2|148|38|432|318|0|4|0|940|
PEN|CHESTER|1-1|2|5|141|3|107|31|209|149|0|1|0|497|
PEN|CLIFTON|1-1|2|8|129|1|177|31|261|325|0|4|0|798|
PEN|CORINNA|1-1|2|10|100|2|312|83|645|515|0|6|0|1561|
PEN|CORINTH|1-1|2|10|121|2|363|63|899|676|0|10|0|2011|
PEN|DEXTER|1-1|2|4|104|2|628|179|880|763|0|19|0|2469|
PEN|DIXMONT|1-1|2|10|100|2|255|26|323|268|0|1|0|873|
PEN|DREW PLT|1-1|2|2|141|3|11|5|13|7|0|0|0|36|
PEN|EAST MILLINOCKET|1-1|2|5|143|3|511|51|383|308|0|2|0|1255|
PEN|EDDINGTON|1-1|2|8|129|1|390|92|626|553|0|11|0|1672|
PEN|EDINBURG|1-1|2|5|137|3|51|4|38|48|0|0|0|141|
PEN|ENFIELD|1-1|2|5|142|3|374|34|374|425|0|7|0|1214|
PEN|ETNA|1-1|2|10|100|2|182|25|258|214|0|3|0|682|
PEN|ETNA|1-1|2|10|103|2|51|10|91|66|0|1|0|219|
PEN|EXETER|1-1|2|10|104|2|173|13|280|261|0|2|0|729|
PEN|GARLAND|1-1|2|4|104|2|169|41|277|304|0|2|0|793|
PEN|GLENBURN|1-1|2|10|102|2|837|120|1218|1147|0|13|0|3335|
PEN|GREENBUSH|1-1|2|5|137|3|244|57|338|438|0|8|0|1085|
PEN|HAMPDEN|1-1|2|10|101|2|446|46|454|476|0|13|0|1435|
PEN|HAMPDEN|2-1|2|10|101|2|426|57|537|464|0|5|0|1489|
PEN|HAMPDEN|3-1|2|10|101|2|377|47|553|457|0|0|0|1434|
PEN|HAMPDEN|4-1|2|10|101|2|351|45|612|513|0|2|0|1523|
PEN|HERMON|1-1|2|9|103|2|1066|170|1878|1539|0|19|0|4672|
PEN|HOLDEN|1-1|2|8|129|1|654|138|1083|791|0|11|0|2677|
PEN|HOWLAND|1-1|2|5|142|3|318|34|286|229|0|5|0|872|
PEN|HUDSON|1-1|2|10|121|2|240|42|375|443|0|4|0|1104|
PEN|KENDUSKEAG|1-1|2|10|102|2|238|42|340|406|0|4|0|1030|
PEN|KINGMAN TWP|1-1|2|2|141|3|37|9|30|29|0|0|0|105|
PEN|LAGRANGE|1-1|2|4|137|3|113|30|138|215|0|2|0|498|
PEN|LAKEVILLE|1-1|2|2|141|3|19|6|36|35|0|0|0|96|
PEN|LEE|1-1|2|2|141|3|145|25|277|229|0|5|0|681|
PEN|LEVANT|1-1|2|10|102|2|400|81|844|648|0|25|0|1998|
PEN|LINCOLN|1-1|2|8|142|3|820|125|1181|1108|0|14|0|3248|
PEN|LOWELL|1-1|2|8|141|3|85|24|122|97|0|0|0|328|
PEN|MATTAWAMKEAG|1-1|2|5|141|3|166|22|137|218|0|1|0|544|
PEN|MAXFIELD|1-1|2|5|142|3|16|2|30|22|0|3|0|73|
PEN|MEDWAY|1-1|2|5|143|3|289|34|338|335|0|4|0|1000|
PEN|MILFORD|1-1|2|5|121|3|922|129|651|972|0|20|0|2694|
PEN|MILLINOCKET|1-1|2|5|143|3|1155|86|799|1148|0|10|0|3198|
PEN|MILLINOCKET|1-2|2|5|143|3|95|4|77|119|0|0|0|295|
PEN|MOUNT CHASE|1-1|2|2|145|3|29|2|69|63|0|0|0|163|
PEN|NEWBURGH|1-1|2|10|101|2|280|60|396|502|0|8|0|1246|
PEN|NEWPORT|1-1|2|10|100|2|564|50|927|752|0|16|0|2309|
PEN|OLD TOWN|1-1|2|5|122|3|2209|256|1332|2167|0|90|0|6054|
PEN|OLD TOWN|5-1|2|5|122|3|26|2|24|43|0|3|0|98|
PEN|ORONO|1-1|2|5|123|3|1558|228|702|1378|0|56|0|3922|
PEN|ORONO|1-2|2|5|123|3|1157|243|644|1749|0|48|0|3841|
PEN|ORONO|1-3|2|5|123|3|788|64|342|465|0|3|0|1662|
PEN|ORONO|1-3|2|5|124|3|450|42|308|360|0|9|0|1169|
PEN|ORRINGTON|1-1|2|8|130|2|742|151|1231|971|0|24|0|3119|
PEN|PASSADUMKEAG|1-1|2|5|137|3|90|13|104|90|0|2|0|299|
PEN|PATTEN|1-1|2|2|143|3|136|35|248|256|0|0|0|675|
PEN|PENOBSCOT NATION VOTING DISTRICT|1-1|2|5|122|3|212|24|30|136|0|1|0|403|
PEN|PLYMOUTH|1-1|2|10|100|2|188|27|403|406|0|4|0|1028|
PEN|PRENTISS TWP T7 R3 NBPP|1-1|2|2|141|3|28|12|54|31|0|0|0|125|
PEN|SEBOEIS PLT|1-1|2|5|142|3|14|3|15|15|0|0|0|47|
PEN|SPRINGFIELD|1-1|2|2|141|3|40|11|72|90|0|0|0|213|
PEN|STACYVILLE|1-1|2|2|145|3|32|13|97|121|0|0|0|263|
PEN|STETSON|1-1|2|10|104|2|189|53|357|427|0|8|0|1034|
PEN|VEAZIE|1-1|2|5|129|1|509|66|491|487|0|21|0|1574|
PEN|WEBSTER PLT|1-1|2|2|141|3|13|11|20|13|0|0|0|57|
PEN|WINN|1-1|2|2|141|3|57|6|97|86|0|0|0|246|
PEN|WOODVILLE|1-1|2|5|142|3|47|6|61|60|0|0|0|174|
PIS|ABBOT|1-1|2|4|119|1|91|22|193|154|0|3|0|463|
PIS|ATKINSON|1-1|2|4|120|2|57|15|84|85|0|0|0|241|
PIS|BEAVER COVE|1-1|2|4|119|3|22|9|45|52|0|0|0|128|
PIS|BOWERBANK|1-1|2|4|119|2|30|7|58|38|0|0|0|133|
PIS|BROWNVILLE|1-1|2|4|120|3|275|28|284|418|0|5|0|1010|
PIS|DOVER-FOXCROFT|1-1|2|4|120|2|757|107|1066|918|0|9|0|2857|
PIS|GREENVILLE|1-1|2|4|119|3|377|51|591|604|0|8|0|1631|
PIS|GUILFORD|1-1|2|4|119|1|213|27|319|293|0|0|0|852|
PIS|KINGSBURY PLT|1-1|2|4|118|1|6|1|18|9|0|0|0|34|
PIS|LAKE VIEW PLT|1-1|2|4|120|3|25|2|29|43|0|0|0|99|
PIS|MEDFORD|1-1|2|4|120|2|44|10|71|66|0|0|0|191|
PIS|MILO|1-1|2|4|120|3|539|107|629|629|0|9|0|1913|
PIS|MONSON|1-1|2|4|119|1|138|26|215|191|0|2|0|572|
PIS|PARKMAN|1-1|2|4|119|1|123|23|236|249|0|5|0|636|
PIS|SANGERVILLE|1-1|2|4|119|1|241|50|402|337|0|2|0|1032|
PIS|SEBEC|1-1|2|4|119|2|96|26|221|164|0|1|0|508|
PIS|SHIRLEY|1-1|2|4|119|1|40|7|68|70|0|1|0|186|
PIS|WELLINGTON|1-1|2|4|118|1|60|14|38|58|0|0|0|170|
PIS|WILLIMANTIC|1-1|2|4|119|1|18|6|58|43|0|0|0|125|
SAG|ARROWSIC|1-1|1|23|53|3|214|16|79|108|0|3|0|420|
SAG|BATH|1-1|1|23|52|2|407|39|215|312|0|5|0|978|
SAG|BATH|2-1|1|23|52|2|393|50|235|368|0|7|0|1053|
SAG|BATH|3-1|1|23|52|2|347|53|210|371|0|15|0|996|
SAG|BATH|4-1|1|23|52|2|368|29|181|223|0|12|0|813|
SAG|BATH|5-1|1|23|52|2|439|51|234|391|0|9|0|1124|
SAG|BATH|6-1|1|23|52|2|368|31|173|368|0|9|0|949|
SAG|BATH|7-1|1|23|52|2|446|37|286|341|0|9|0|1119|
SAG|BOWDOIN|1-1|1|23|55|1|565|104|792|1094|0|2|0|2557|
SAG|BOWDOINHAM|1-1|1|23|55|2|801|76|631|923|0|11|0|2442|
SAG|GEORGETOWN|1-1|1|23|53|3|356|26|294|278|0|5|0|959|
SAG|PHIPPSBURG|1-1|1|23|53|3|581|68|621|660|0|12|0|1942|
SAG|RICHMOND|1-1|1|23|53|3|17|8|35|32|0|0|0|92|
SAG|RICHMOND|1-1|1|23|55|3|699|170|767|741|0|18|0|2395|
SAG|TOPSHAM|1-1|1|23|54|1|2549|237|2046|2852|0|40|0|7724|
SAG|WEST BATH|1-1|1|23|51|3|503|71|495|568|0|7|0|1644|
SAG|WOOLWICH|1-1|1|23|53|3|732|134|854|788|0|13|0|2521|
SOM|ANSON|1-1|2|3|112|2|395|81|503|662|0|11|0|1652|
SOM|ATHENS|1-1|2|4|118|5|228|25|208|319|0|1|0|781|
SOM|BINGHAM|1-1|2|3|118|5|198|29|238|301|0|1|0|767|
SOM|BRIGHTON PLT|1-1|2|4|118|5|17|4|14|35|0|0|0|70|
SOM|CAMBRIDGE|1-1|2|4|105|3|57|11|130|137|0|0|0|335|
SOM|CANAAN|1-1|2|3|105|4|416|76|465|466|0|11|0|1434|
SOM|CARATUNK|1-1|2|3|118|5|15|3|27|11|0|0|0|56|
SOM|CORNVILLE|1-1|2|3|118|5|210|37|357|363|0|3|0|970|
SOM|DENNISTOWN PLT|1-1|2|3|118|5|4|2|13|9|0|0|0|28|
SOM|DETROIT|1-1|2|4|106|3|195|83|166|231|0|0|0|675|
SOM|EMBDEN|1-1|2|3|118|5|185|38|262|283|0|1|0|769|
SOM|FAIRFIELD|1-1|2|16|108|1|1321|164|1288|1585|0|7|0|4365|
SOM|HARMONY|1-1|2|4|118|5|193|22|229|270|0|2|0|716|
SOM|HARTLAND|1-1|2|4|105|5|308|58|509|305|0|3|0|1183|
SOM|HIGHLAND PLT|1-1|2|3|118|5|28|14|64|54|0|0|0|160|
SOM|JACKMAN|1-1|2|3|118|5|132|5|247|285|0|0|0|669|
SOM|JACKMAN|1-2|2|3|118|5|14|0|24|35|0|0|0|73|
SOM|MADISON|1-1|2|3|107|2|15|5|19|16|0|0|0|55|
SOM|MADISON|1-1|2|3|111|2|934|125|934|1180|0|10|0|3183|
SOM|MERCER|1-1|2|3|108|2|129|25|166|190|0|0|0|510|
SOM|MOOSE RIVER|1-1|2|3|118|5|14|4|77|49|0|0|0|144|
SOM|MOSCOW|1-1|2|3|118|5|104|19|116|122|0|0|0|361|
SOM|NEW PORTLAND|1-1|2|3|112|2|157|61|212|237|0|1|0|668|
SOM|NORRIDGEWOCK|1-1|2|3|111|1|711|146|820|769|0|10|0|2456|
SOM|PALMYRA|1-1|2|4|105|3|331|58|588|491|0|10|0|1478|
SOM|PITTSFIELD|1-1|2|3|106|3|175|16|213|267|0|0|0|671|
SOM|PITTSFIELD|1-2|2|3|106|3|212|25|201|252|0|4|0|694|
SOM|PITTSFIELD|1-3|2|3|106|3|245|37|266|288|0|0|0|836|
SOM|PITTSFIELD|1-4|2|3|106|3|183|35|317|301|0|0|0|836|
SOM|PLEASANT RIDGE PLT|1-1|2|3|118|5|13|1|29|28|0|0|0|71|
SOM|RIPLEY|1-1|2|4|105|3|70|17|140|133|0|2|0|362|
SOM|ROCKWOOD STRIP TWP|1-1|2|3|118|5|53|14|116|82|0|0|0|265|
SOM|SAINT ALBANS|1-1|2|4|105|3|290|15|584|511|0|2|0|1402|
SOM|SKOWHEGAN|1-1|2|3|107|4|1971|195|1931|2239|0|11|0|6347|
SOM|SMITHFIELD|1-1|2|3|108|2|192|28|253|261|0|6|0|740|
SOM|SOLON|1-1|2|3|111|5|213|35|219|291|0|2|0|760|
SOM|STARKS|1-1|2|3|112|2|125|22|121|239|0|0|0|507|
SOM|THE FORKS PLT|1-1|2|3|118|5|6|7|17|22|0|0|0|52|
SOM|WEST FORKS PLT|1-1|2|3|118|5|11|1|28|22|0|0|0|62|
WAL|BELFAST|1-1|2|11|97|1|504|33|241|271|0|1|0|1050|
WAL|BELFAST|2-1|2|11|97|1|486|41|190|280|0|5|0|1002|
WAL|BELFAST|3-1|2|11|97|1|552|66|224|362|0|7|0|1211|
WAL|BELFAST|4-1|2|11|97|1|434|48|288|382|0|5|0|1157|
WAL|BELFAST|5-1|2|11|97|1|316|42|315|395|0|1|0|1069|
WAL|BELMONT|1-1|2|11|96|1|181|46|247|268|0|1|0|743|
WAL|BROOKS|1-1|2|11|99|3|180|38|299|223|0|2|0|742|
WAL|BURNHAM|1-1|2|11|99|3|187|41|232|444|0|3|0|907|
WAL|FRANKFORT|1-1|2|11|98|2|187|47|240|357|0|1|0|832|
WAL|FREEDOM|1-1|2|11|99|3|159|43|149|217|0|2|0|570|
WAL|ISLESBORO|1-1|2|11|94|1|276|17|73|199|0|2|0|567|
WAL|JACKSON|1-1|2|11|99|2|123|16|128|173|0|1|0|441|
WAL|KNOX|1-1|2|11|99|3|123|29|216|259|0|3|0|630|
WAL|LIBERTY|1-1|2|11|96|3|215|38|246|232|0|3|0|734|
WAL|LINCOLNVILLE|1-1|2|11|96|1|741|118|486|600|0|7|0|1952|
WAL|MONROE|1-1|2|11|99|2|256|60|236|255|0|6|0|813|
WAL|MONTVILLE|1-1|2|11|96|3|248|43|197|295|0|5|0|788|
WAL|MORRILL|1-1|2|11|96|1|152|30|289|222|0|1|0|694|
WAL|NORTHPORT|1-1|2|11|97|1|428|54|390|411|0|3|0|1286|
WAL|PALERMO|1-1|2|11|96|3|285|82|424|376|0|6|0|1173|
WAL|PROSPECT|1-1|2|11|131|2|116|26|162|219|0|3|0|526|
WAL|SEARSMONT|1-1|2|11|96|3|344|50|293|369|0|4|0|1060|
WAL|SEARSPORT|1-1|2|11|98|2|623|109|716|835|0|8|0|2291|
WAL|STOCKTON SPRINGS|1-1|2|11|131|2|405|39|411|526|0|4|0|1385|
WAL|SWANVILLE|1-1|2|11|98|2|282|52|342|535|0|4|0|1215|
WAL|THORNDIKE|1-1|2|11|99|3|162|56|191|222|0|2|0|633|
WAL|TROY|1-1|2|11|99|3|170|63|244|301|0|2|0|780|
WAL|UNITY|1-1|2|11|99|3|466|151|421|652|0|11|0|1701|
WAL|WALDO|1-1|2|11|97|1|163|46|204|223|0|1|0|637|
WAL|WINTERPORT|1-1|2|11|98|2|823|189|1029|1068|0|17|0|3126|
WAS|ADDISON|1-1|2|6|138|3|218|32|340|296|0|8|0|894|
WAS|ALEXANDER|1-1|2|6|141|1|100|13|154|148|0|1|0|416|
WAS|BAILEYVILLE|1-1|2|6|140|1|283|30|290|409|0|3|0|1015|
WAS|BARING PLT|1-1|2|6|140|1|53|8|47|46|0|0|0|154|
WAS|BEALS|1-1|2|6|138|3|129|13|103|112|0|0|0|357|
WAS|BEDDINGTON|1-1|2|6|137|1|7|3|17|20|0|0|0|47|
WAS|BIG LAKE TWP|1-1|2|6|141|1|16|1|33|29|0|1|0|80|
WAS|BROOKTON TWP|1-1|2|6|141|1|34|3|71|45|0|1|0|154|
WAS|CALAIS|1-1|2|6|140|1|519|35|694|950|0|4|0|2202|
WAS|CHARLOTTE|1-1|2|6|140|1|54|8|107|69|0|0|0|238|
WAS|CHERRYFIELD|1-1|2|6|138|3|236|36|355|372|0|0|0|999|
WAS|CODYVILLE PLT|1-1|2|6|141|1|1|0|1|10|0|0|0|12|
WAS|COLUMBIA|1-1|2|6|138|3|56|15|114|126|0|0|0|311|
WAS|COLUMBIA FALLS|1-1|2|6|138|3|108|18|171|163|0|2|0|462|
WAS|COOPER|1-1|2|6|141|1|39|5|68|35|0|1|0|148|
WAS|CRAWFORD|1-1|2|6|141|1|13|0|49|28|0|0|0|90|
WAS|CUTLER|1-1|2|6|139|2|79|15|165|144|0|2|0|405|
WAS|DANFORTH|1-1|2|6|141|1|99|21|155|200|0|2|0|477|
WAS|DEBLOIS|1-1|2|6|137|1|15|1|23|6|0|0|0|45|
WAS|DENNYSVILLE|1-1|2|6|141|2|68|7|78|74|0|0|0|227|
WAS|EAST MACHIAS|1-1|2|6|139|2|236|59|353|301|0|1|0|950|
WAS|EASTPORT|1-1|2|6|139|2|438|35|307|349|0|2|0|1131|
WAS|EDMUNDS TWP|1-1|2|6|141|2|52|6|70|81|0|1|0|210|
WAS|GRAND LAKE STREAM PLT|1-1|2|6|141|1|25|10|51|30|0|3|0|119|
WAS|HARRINGTON|1-1|2|6|138|3|184|33|251|231|0|2|0|701|
WAS|INDIAN TOWNSHIP|1-1|2|6|140|1|300|14|48|150|0|0|0|512|
WAS|JONESBORO|1-1|2|6|138|3|114|13|149|123|0|1|0|400|
WAS|JONESPORT|1-1|2|6|138|3|333|46|308|268|0|2|0|957|
WAS|LUBEC|1-1|2|6|139|2|410|20|264|526|0|4|0|1224|
WAS|MACHIAS|1-1|2|6|139|2|464|57|451|552|0|2|0|1526|
WAS|MACHIASPORT|1-1|2|6|139|3|236|28|247|314|0|1|0|826|
WAS|MARSHFIELD|1-1|2|6|138|1|84|9|176|118|0|1|0|388|
WAS|MEDDYBEMPS|1-1|2|6|141|1|24|9|47|33|0|1|0|114|
WAS|MILBRIDGE|1-1|2|6|138|3|275|51|302|335|0|6|0|969|
WAS|NORTHFIELD|1-1|2|6|137|1|35|7|47|43|0|0|0|132|
WAS|PEMBROKE|1-1|2|6|140|2|174|27|191|204|0|2|0|598|
WAS|PERRY|1-1|2|6|140|2|158|32|205|206|0|5|0|606|
WAS|PLEASANT POINT VOTING DISTRICT|1-1|2|6|140|2|218|18|28|224|0|0|0|488|
WAS|PRINCETON|1-1|2|6|141|1|73|9|98|121|0|2|0|303|
WAS|PRINCETON|1-2|2|6|141|1|63|10|83|106|0|0|0|262|
